scan_id,timestamp,pos_x,pos_y,pos_z,GT_nx,GT_ny,GT_nz,num_neighbors
735,1782999377.992201090,-898.977224102,146.777842022,1691.035008458,0.016460379,-0.002231386,0.999862029,23
736,1782999378.042171001,-898.761193769,146.607316284,1691.387209442,0.016460379,-0.002231386,0.999862029,23
737,1782999378.091593027,-898.666667442,146.263704050,1690.966339051,0.016460379,-0.002231386,0.999862029,23
738,1782999378.142393112,-899.734992538,146.359970191,1693.217794406,-0.075793832,-0.040140530,0.996315228,25
739,1782999378.192240000,-900.331490551,146.131873591,1693.944252984,0.008867146,-0.006669955,0.999938441,22
740,1782999378.242602110,-915.653513307,146.801830700,1719.960850890,0.000838157,0.014097710,0.999900271,21
741,1782999378.292825937,-910.541984781,147.686193036,1713.297940765,-0.125852405,-0.059600392,0.990257020,20
743,1782999378.394028902,-905.278939293,152.430772061,1707.888726782,0.025192161,-0.002787831,0.999678740,24
744,1782999378.443835974,-901.852170368,154.504542064,1703.185428445,0.008516962,-0.021608698,0.999730226,24
745,1782999378.493432045,-894.775057901,157.690606634,1692.261153375,-0.084851948,-0.037420307,0.995690648,21
746,1782999378.543432951,-883.424232953,159.948734013,1674.399652453,-0.024688520,-0.008266582,0.999661013,22
747,1782999378.593254089,-903.868517034,162.523661628,1708.805757850,0.010666660,-0.014790149,0.999833723,21
748,1782999378.643096924,-906.555466744,165.024058934,1714.002496017,-0.007854012,0.000936456,0.999968718,22
750,1782999378.743081093,-913.648829907,167.927442030,1723.429613859,0.016144773,-0.000718938,0.999869406,24
751,1782999378.793677092,-916.337700522,169.894737715,1727.196205523,0.009154508,-0.005100562,0.999945088,24
752,1782999378.843311071,-919.319470444,171.565385912,1731.170059113,0.003739840,0.001595761,0.999991734,22
756,1782999379.044025898,-948.878956592,168.011640005,1776.159384394,-0.130461260,-0.055250197,0.989912762,21
757,1782999379.093919992,-956.248570814,167.281629418,1787.756020933,0.005174305,-0.027724207,0.999602218,21
758,1782999379.143549919,-961.975748282,164.782001527,1797.322594765,-0.100480889,-0.036791624,0.994258501,28
759,1782999379.193538904,-962.993916716,163.833661757,1800.004024544,0.009163361,0.007841010,0.999927273,22
761,1782999379.292565107,-940.050888470,160.583342358,1764.358912000,0.004719286,-0.008628418,0.999951638,22
762,1782999379.341959000,-940.995353836,159.999301252,1765.751912378,-0.111376936,-0.037945485,0.993053532,24
763,1782999379.392333031,-941.301435175,159.090261517,1766.604438200,-0.111376936,-0.037945485,0.993053532,24
764,1782999379.441770077,-942.457715310,158.350353414,1768.135548045,0.015559450,-0.003790421,0.999871760,20
767,1782999379.593194962,-944.356747534,157.559464920,1770.971426799,-0.117600439,-0.034311760,0.992468055,21
768,1782999379.643018961,-945.147421978,156.041907510,1772.382661800,-0.118528774,-0.033442475,0.992387289,22
769,1782999379.693252087,-945.625713204,156.851464075,1773.160157004,0.014158062,-0.012226237,0.999825019,20
770,1782999379.742862940,-946.960312189,153.467233105,1776.162656006,-0.130629891,-0.054622596,0.989925353,21
771,1782999379.793237925,-946.496704084,155.380668057,1776.754109341,-0.131224118,-0.041397937,0.990487982,22
772,1782999379.843086958,-952.632504824,163.103577719,1788.055489540,-0.109098375,-0.045251817,0.993000412,22
774,1782999379.942311049,-941.053512343,166.298129872,1772.312526557,-0.116290852,-0.037260008,0.992516060,20
776,1782999380.042515993,-951.486147118,173.048507004,1790.227599033,-0.115852505,-0.045020411,0.992245615,23
777,1782999380.092312098,-954.492804898,174.974057055,1794.547459476,-0.103859935,-0.036432540,0.993924436,26
778,1782999380.142465115,-957.723054516,178.870757068,1798.888454431,0.023987625,0.002969146,0.999707846,21
779,1782999380.192293882,-961.853206621,181.505791191,1805.945671071,-0.102058568,-0.040644795,0.993947710,27
780,1782999380.242328882,-965.817613113,183.325160049,1811.293046091,0.017180686,-0.008156932,0.999819128,21
781,1782999380.291673899,-970.474051480,181.893457679,1817.967467908,-0.102261043,-0.041368361,0.993897046,29
782,1782999380.341717958,-977.248740647,178.841484907,1827.830781276,-0.001985622,-0.006484067,0.999977007,21
783,1782999380.391556025,-976.438875820,178.139295676,1826.145256346,-0.107142146,-0.047262864,0.993119722,30
784,1782999380.441365004,-980.539371196,178.195408775,1832.632104655,-0.012407613,-0.015256373,0.999806628,21
785,1782999380.492332935,-982.195439615,176.033387270,1835.026318095,-0.109073654,-0.033282932,0.993476313,32
787,1782999380.592812061,-984.715330053,172.471185431,1838.495023529,-0.079128971,-0.023225277,0.996593795,39
788,1782999380.644022942,-985.251859913,171.969848890,1838.719228914,-0.079128971,-0.023225277,0.996593795,39
789,1782999380.693986893,-987.207030926,170.562897854,1841.682300123,-0.002825008,0.002097898,0.999993809,20
793,1782999380.894443035,-992.424356503,166.636467620,1848.129716929,0.008482483,-0.006533638,0.999942678,20
794,1782999380.944629908,-992.863805993,166.396109151,1847.896653317,0.008482483,-0.006533638,0.999942678,20
795,1782999380.994415998,-994.526309182,167.101223420,1849.980647725,-0.130155675,-0.042781303,0.990570169,30
796,1782999381.044069052,-1001.926637834,166.736955502,1862.704272700,-0.132168234,-0.030419903,0.990760409,31
798,1782999381.143235922,-1003.787588592,172.742076851,1867.111766122,-0.125651846,-0.030686320,0.991599699,30
802,1782999381.343094110,-1003.385680354,185.255923305,1865.870997748,-0.136923489,-0.032787721,0.990038850,33
803,1782999381.393681049,-1007.906087001,187.482269283,1870.612450124,-0.128104830,-0.028717462,0.991344774,31
804,1782999381.443886042,-1012.073642752,190.218818795,1874.979556482,-0.120179741,-0.034875672,0.992139364,37
805,1782999381.492662907,-1014.653965708,191.440766520,1878.389859207,-0.120969591,-0.032346730,0.992129048,37
806,1782999381.542732954,-1018.776165524,192.073806945,1883.213755725,-0.119601877,-0.036793496,0.992139924,35
807,1782999381.591934919,-1023.642036047,190.245362511,1888.947628824,-0.119455807,-0.036123336,0.992182148,42
808,1782999381.641700983,-1029.037586295,189.530542523,1895.654237767,-0.120651405,-0.038771337,0.991937509,38
809,1782999381.691720009,-1035.991740704,189.273198399,1906.202379574,-0.104233360,-0.025892427,0.994215766,50
811,1782999381.790725946,-1050.807225438,186.473759322,1930.258532559,-0.110400954,-0.038105446,0.993156385,42
812,1782999381.840727091,-1035.456012064,185.169747616,1905.707459917,-0.104233360,-0.025892427,0.994215766,50
813,1782999381.890712023,-1037.905879719,183.294677593,1909.092010886,0.025037385,-0.020352605,0.999479315,21
814,1782999381.940543890,-1039.533795702,181.915369005,1911.226371262,-0.124928473,-0.045830103,0.991106694,37
