timestamp,preprocessing_ms,plane_ms,total_ms,success
1784806321.778945,0.511000,0.000000,0.511000,1
1784806321.828686,0.672000,0.000000,0.672000,1
1784806321.878877,0.667000,0.000000,0.667000,1
1784806321.928846,0.647000,0.000000,0.647000,1
1784806321.978895,0.898000,0.000000,0.898000,1
1784806322.028729,0.680000,0.000000,0.680000,1
1784806322.078893,0.578000,0.000000,0.578000,1
1784806322.128909,0.394000,0.000000,0.394000,1
1784806322.179078,0.641000,0.000000,0.641000,1
1784806322.228733,0.400000,0.000000,0.400000,1
1784806322.278956,0.394000,0.000000,0.394000,1
1784806322.328934,0.421000,0.000000,0.421000,1
1784806322.378951,0.653000,0.000000,0.653000,1
1784806322.428918,0.528000,0.000000,0.528000,1
1784806322.479119,0.413000,0.000000,0.413000,1
1784806322.528928,0.398000,0.000000,0.398000,1
1784806322.578786,0.404000,0.000000,0.404000,1
1784806322.628602,0.401000,0.000000,0.401000,1
1784806322.679003,0.407000,0.000000,0.407000,1
1784806322.729370,0.665000,0.000000,0.665000,1
1784806322.779052,0.659000,0.000000,0.659000,1
1784806322.829405,0.467000,0.000000,0.467000,1
1784806322.879170,0.523000,0.000000,0.523000,1
1784806322.928978,0.426000,0.000000,0.426000,1
1784806322.978822,0.686000,0.000000,0.686000,1
1784806323.028626,0.790000,0.000000,0.790000,1
1784806323.078620,0.389000,0.000000,0.389000,1
1784806323.129041,0.606000,0.000000,0.606000,1
1784806323.178843,0.438000,0.000000,0.438000,1
1784806323.229236,0.408000,0.000000,0.408000,1
1784806323.279495,0.400000,0.000000,0.400000,1
1784806323.329249,0.670000,0.000000,0.670000,1
1784806323.378493,0.462000,0.000000,0.462000,1
1784806323.428867,0.464000,0.000000,0.464000,1
1784806323.478515,0.678000,0.000000,0.678000,1
1784806323.528853,0.664000,0.000000,0.664000,1
1784806323.578727,2.141000,0.000000,2.141000,1
1784806323.628734,0.591000,0.000000,0.591000,1
1784806323.679307,0.417000,0.000000,0.417000,1
1784806323.728911,0.425000,0.000000,0.425000,1
1784806323.778769,0.427000,0.000000,0.427000,1
1784806323.829126,0.633000,0.000000,0.633000,1
1784806323.878799,0.671000,0.000000,0.671000,1
1784806323.929327,0.685000,0.000000,0.685000,1
1784806323.979157,0.676000,0.000000,0.676000,1
1784806324.028782,0.696000,0.000000,0.696000,1
1784806324.078831,0.590000,0.000000,0.590000,1
1784806324.129179,0.571000,0.000000,0.571000,1
1784806324.178831,0.536000,0.000000,0.536000,1
1784806324.228836,0.501000,0.000000,0.501000,1
