timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable
1762174424.835414,0.110395,0.161411,-0.980693,-3.80012,20.7009,0.152273,0.0335366,0.104779,0.152273,0.0335366,0.104779,33,3280,0.010061,0,1
1762174424.885432,0.153108,0.162551,-0.974749,-5.05405,22.0705,0.187478,0.0370135,0.127292,0.187478,0.0370135,0.127292,35,3152,0.0111041,0,1
1762174424.935781,0.156993,0.199803,-0.967177,-7.67371,22.4446,0.248636,0.0333794,0.162533,0.248636,0.0333794,0.162533,29,2896,0.0100138,0,1
1762174424.985438,0.11261,0.211554,-0.970858,-11.1166,20.1052,0.300024,0.0318761,0.192765,0.300024,0.0318761,0.192765,28,2928,0.00956284,0,1
1762174425.035402,0.071994,0.21551,-0.973844,-13.0286,16.8864,0.297359,0.031304,0.190937,0.297359,0.031304,0.190937,29,3088,0.00939119,0,1
1762174425.085458,0.0331465,0.241925,-0.969729,-14.5241,10.3771,0.224959,0.0317982,0.147694,0.224959,0.0317982,0.147694,29,3040,0.00953947,0,1
1762174425.135470,0.0487952,0.234872,-0.970801,-14.9359,8.54978,0.19991,0.0335249,0.133356,0.19991,0.0335249,0.133356,28,2784,0.0100575,0,1
1762174425.185399,-0.0817338,0.159277,-0.983845,-15.7411,4.60453,0.139101,0.0273224,0.0943898,0.139101,0.0273224,0.0943898,24,2928,0.00819672,0,1
1762174425.235848,-0.119317,0.133509,-0.983839,-14.9073,0.424692,0.0620518,0.0321365,0.0500857,0.0620518,0.0321365,0.0500857,29,3008,0.00964096,0,1
1762174425.285870,-0.0886383,0.115461,-0.989349,-12.9568,-1.07167,0.0659361,0.061849,0.0643012,0.0659361,0.061849,0.0643012,57,3072,0.0185547,0,1
1762174425.335849,-0.0773139,0.0873936,-0.993169,-10.2722,-4.04443,0.094245,0.0365691,0.0711746,0.094245,0.0365691,0.0711746,33,3008,0.0109707,0,1
1762174425.385429,-0.0933755,0.042364,-0.994729,-5.47368,-5.76188,0.0758016,0.0694444,0.0732587,0.0758016,0.0694444,0.0732587,57,2736,0.0208333,0,1
